term,frequency,present
imageri,1,1
impact,18,1
impair,0,0
implement,3,1
import,9,1
improv,8,1
inact,3,1
inc,2,1
incent,5,1
inch,0,0
includ,24,1
incom,1,1
incomplet,0,0
incorpor,2,1
increas,40,1
incred,0,0
incumb,2,1
inde,0,0
indecis,0,0
indefinit,0,0
independ,1,1
indepth,1,1
index,5,1
india,7,1
indic,4,1
indigen,1,1
individu,1,1
indonesia,5,1
indra,5,1
industri,21,1
ineffect,0,0
ineffici,0,0
inexpens,1,1
inextric,0,0
infiltr,1,1
inflect,0,0
influenc,4,1
infograph,3,1
inform,9,1
infrar,4,1
infrastructur,7,1
ingram,1,1
ingredi,0,0
ingrid,1,1
initi,2,1
inject,0,0
innov,5,1
insecur,1,1
insight,2,1
inspir,0,0
instabl,2,1
instal,33,1
instanc,3,1
instantan,1,1
instead,1,1
institut,11,1
insul,2,1
integr,7,1
intellig,2,1
intend,0,0
intens,0,0
intensif,0,0
intensifi,0,0
intent,1,1
interact,1,1
interatom,1,1
interest,5,1
intergener,1,1
intergovernment,1,1
interior,1,1
intermitt,8,1
intern,46,1
interpret,1,1
interrupt,0,0
intervent,0,0
interview,0,0
introduct,2,1
invalu,0,0
invas,1,1
invert,1,1
invest,50,1
investor,2,1
involv,2,1
inê,1,1
ion,1,1
ionize,1,1
ipcc,2,1
iran,3,1
iranica,1,1
ireland,2,1
irena,34,1
irenamembership,1,1
irenaorg,4,1
irpgg,1,1
irradi,1,1
irrevers,1,1
irrig,1,1
isaacsthoma,1,1
isbn,22,1
iscienc,1,1
iscijz,1,1
island,2,1
isnt,0,0
isol,1,1
isra,1,1
israel,3,1
issc,1,1
issu,2,1
ist,1,1
istanbul,0,0
itaipu,1,1
itali,2,1
itll,0,0
ivan,1,1
ivar,1,1
jackson,1,1
jacob,1,1
jacobson,1,1
jacqu,1,1
jade,1,1
jaeger,1,1
jain,1,1
jakarta,0,0
jale,1,1
jamal,1,1
jame,2,1
jan,3,1
jana,1,1
janka,1,1
jann,1,1
januari,39,1
japan,7,1
japenergi,2,1
jasmin,1,1
jatropha,1,1
javlon,1,1
jayn,1,1
jcwinniebiz,1,1
jeann,1,1
jed,1,1
jegyr,1,1
jeist,1,1
jell,1,1
jem,1,1
jenni,1,1
jennif,2,1
jenpol,5,1
jensen,1,1
jeremi,1,1
jersey,1,1
jerss,6,1
jesr,2,1
jessica,5,1
jet,1,1
jevon,1,1
jewel,3,1
jiang,1,1
jillian,1,1
jim,1,1
jin,1,1
jisci,1,1
jmtsust,1,1
joakim,2,1
job,8,1
jocelyn,2,1
joe,1,1
joel,2,1
joetzjer,1,1
johannesburg,1,1
john,2,1
jon,1,1
jonathan,2,1
jone,1,1
jordan,1,1
jos,1,1
jose,1,1
josep,1,1
joseph,2,1
josh,1,1
joshua,1,1
journal,10,1
journalpon,2,1
jovanović,0,0
jphysrep,1,1
jrenen,2,1
jrser,8,1
jsolmat,1,1
jstor,1,1
juancarlo,1,1
judith,1,1
juli,38,1
julia,2,1
jump,3,1
june,49,1
jung,1,1
jungwoo,1,1
juraev,1,1
justifi,0,0
justin,1,1
jörg,1,1
jürgen,1,1
kabinti,1,1
kai,1,1
kaif,1,1
kalantar,1,1
kamarol,1,1
kapitalismus,1,1
kaplan,1,1
karmakar,1,1
karsten,1,1
katarina,1,1
kate,1,1
kato,1,1
kaur,2,1
kazakhstan,1,1
kee,1,1
keep,1,1
keiichi,1,1
keith,1,1
kemp,1,1
ken,1,1
kennedi,2,1
kent,1,1
kenya,4,1
kevin,1,1
key,12,1
keyboard,0,0
khoi,1,1
kick,1,1
kid,0,0
kill,1,1
kilogram,0,0
kilomet,0,0
kilometr,1,1
kilowatt,2,1
kim,2,1
kimber,1,1
kimoon,1,1
kinet,1,1
king,1,1
kingdom,5,1
kingsley,1,1
kingsmil,2,1
kirsten,2,1
kite,2,1
klamath,1,1
klein,1,1
know,1,1
knowledg,2,1
known,2,1
kofu,1,1
kolio,1,1
komekurayama,1,1
komoto,1,1
kooij,0,0
korea,4,1
korhonen,1,1
korn,1,1
korsbakken,1,1
kosovo,3,1
kostantsa,2,1
kozik,1,1
krafla,1,1
kramer,1,1
krane,1,1
krauland,1,1
kreith,1,1
kris,1,1
kristi,1,1
kristiánová,1,1
krzemińska,1,1
kurt,1,1
kutscher,1,1
kuwait,0,0
kwhyear,4,1
kwon,1,1
kyli,1,1
kyrgyzstan,0,0
kyung,1,1
labor,1,1
laboratori,6,1
laborintens,1,1
lack,2,1
laddermil,1,1
ladi,0,0
lafond,1,1
lag,1,1
lake,2,1
lakeb,0,0
lam,1,1
lamp,3,1
land,18,1
landbas,2,1
landscap,5,1
landschützer,1,1
landstat,1,1
languag,1,1
lankford,0,0
larg,23,1
larger,2,1
largescal,3,1
largest,12,1
larsen,1,1
las,0,0
laser,1,1
last,4,1
latent,1,1
later,4,1
latin,0,0
lattic,1,1
laundromat,0,0
laur,1,1
laura,2,1
lauren,1,1
laurent,1,1
lauvset,1,1
law,7,1
lawfar,1,1
lawn,0,0
lawrenc,1,1
lawsuit,1,1
lazard,4,1
lazardcom,1,1
lcoe,3,1
lead,7,1
leader,1,1
leaf,1,1
leak,1,1
leakag,0,0
leaki,0,0
learn,4,1
least,4,1
leav,1,1
led,2,1
lee,2,1
left,0,0
leftov,1,1
lefèvr,1,1
legal,3,1
leibstadt,1,1
leistner,1,1
len,2,1
lens,1,1
lenton,1,1
leon,2,1
leroy,1,1
less,14,1
lesson,2,1
let,0,0
leticia,1,1
letzt,1,1
level,18,1
leverag,2,1
lexico,1,1
leyen,3,1
lia,1,1
liabil,2,1
liabl,1,1
liandong,1,1
libbi,1,1
libo,1,1
librari,1,1
licenc,4,1
licens,2,1
lie,2,1
lienert,1,1
life,1,1
lifeblood,0,0
lifespan,1,1
lifestyl,1,1
lifetim,2,1
lift,1,1
light,10,1
like,15,1
limit,10,1
lin,2,1
linda,1,1
line,3,1
lingfor,1,1
link,12,1
lipid,1,1
lipk,1,1
lipták,1,1
liquid,1,1
lisbon,1,1
list,48,1
listen,0,0
liter,0,0
literatur,2,1
lithium,4,1
lithiumion,2,1
lithuania,2,1
littl,0,0
liu,3,1
live,7,1
livelihood,1,1
llama,1,1
llc,1,1
load,3,1
loan,0,0
lobbi,2,1
local,12,1
locat,6,1
lockin,1,1
lockwood,1,1
lodg,1,1
log,1,1
lohmar,1,1
lombardozzi,1,1
london,1,1
long,2,1
longdist,1,1
longer,1,1
longhaul,2,1
longterm,5,1
look,1,1
loop,2,1
lopez,1,1
los,1,1
lose,0,0
loser,1,1
loss,2,1
lot,0,0
louis,1,1
louren,1,1
love,0,0
lovin,1,1
low,2,1
lowcarbon,4,1
lowcost,1,1
lowemiss,1,1
lowenergi,2,1
lower,5,1
lowimpact,1,1
lowincom,1,1
lowinterest,0,0
lowland,0,0
lowlevel,1,1
lowpow,1,1
loyola,1,1
ltd,1,1
lubitz,1,1
luc,1,1
lucio,0,0
lucki,0,0
luka,2,1
luthand,1,1
lux,1,1
luxembourg,1,1
macfarlan,1,1
machin,9,1
macroeconom,1,1
mad,1,1
madani,2,1
made,4,1
magazin,2,1
magnet,2,1
mahdi,1,1
main,35,1
mainstream,2,1
maint,5,1
maintain,1,1
mainten,0,0
maiz,3,1
major,13,1
make,17,1
maker,0,0
maktoum,1,1
malaysia,1,1
malta,1,1
mammal,0,0
manag,5,1
mandat,1,1
mani,17,1
mantl,2,1
manufactur,5,1
map,3,1
marc,1,1
march,40,1
margin,0,0
mari,1,1
maria,2,1
marin,14,1
mario,1,1
marion,1,1
maritim,2,1
marius,1,1
mariusz,1,1
mark,4,1
markandya,1,1
marker,2,1
market,19,1
marko,1,1
marland,1,1
martin,4,1
marvel,0,0
marín,1,1
masahiro,2,1
mashhad,0,0
mass,3,1
massiv,1,1
massscal,1,1
mass–energi,1,1
match,1,1
materi,15,1
matt,3,1
matter,0,0
matthew,2,1
matur,2,1
max,8,1
maxim,1,1
maximum,1,1
may,93,1
małgorzata,1,1
mccauley,1,1
mcgarri,1,1
mcgrath,1,1
mcguir,1,1
mcgwin,1,1
mean,7,1
meant,1,1
meanwhil,1,1
measur,4,1
meat,1,1
mecca,1,1
mechan,7,1
media,2,1
medic,1,1
medium,1,1
mediumterm,1,1
meet,10,1
megajoul,1,1
megan,1,1
megawatt,5,1
mei,1,1
meijer,2,1
meik,1,1
melbourn,0,0
mellor,1,1
melt,1,1
melton,1,1
meltwat,0,0
member,2,1
membership,1,1
men,1,1
mena,0,0
mention,3,1
mercur,1,1
messag,0,0
met,4,1
metaanalysi,1,1
metal,8,1
meteorolog,0,0
meter,5,1
methan,1,1
methanol,2,1
method,3,1
methodolog,0,0
metric,1,1
metropoli,0,0
metzl,1,1
mexicali,0,0
mexican,0,0
mexico,6,1
michael,8,1
michiel,1,1
micro,4,1
microalga,2,1
microclim,1,1
microelectromechan,1,1
microgener,1,1
micromanag,0,0
micropow,1,1
micropump,2,1
microscal,2,1
microsustain,1,1
microwav,1,1
mid,2,1
middl,4,1
midinfrar,1,1
midlong,0,0
midyear,1,1
might,1,1
migrat,0,0
mikael,1,1
milan,0,0
mile,1,1
mileston,1,1
milford,1,1
militari,2,1
mill,3,1
millennia,0,0
millennium,2,1
million,13,1
mimic,1,1
mine,23,1
miner,9,1
ming,1,1
minggang,1,1
minimum,0,0
mining—th,1,1
minnesota,1,1
mint,1,1
mira,1,1
mirosława,1,1
mirror,2,1
misc,1,1
miscanthus,1,1
mishra,2,1
misra,1,1
mission,2,1
mit,2,1
mitchel,1,1
mitig,9,1
mix,6,1
mixtur,2,1
model,2,1
modelo,0,0
moder,2,1
modern,2,1
modul,6,1
modular,1,1
moham,2,1
mohamad,1,1
mohammad,1,1
mohd,1,1
mojtaba,1,1
molecular,1,1
moment,1,1
momentum,1,1
mondiacult,1,1
money,0,0
monika,1,1
monitor,2,1
month,0,0
monthtomonth,2,1
moonlight,1,1
moor,3,1
moran,1,1
moreov,0,0
morgan,2,1
morn,0,0
morocco,4,1
morresi,1,1
morri,1,1
mosqu,1,1
most,3,1
mostafaeipour,1,1
motahari,1,1
mother,0,0
motiv,3,1
mount,1,1
mountain,2,1
mountford,1,1
move,4,1
movement,2,1
movi,0,0
mox,1,1
mtsuss,1,1
much,13,1
muhammad,3,1
mullin,1,1
multicountri,1,1
multifamili,1,1
multiperspect,0,0
multipl,2,1
municip,1,1
munro,1,1
murgulet,0,0
muro,1,1
muscl,1,1
must,1,1
mwh,1,1
myanmar,1,1
myopia,1,1
myth,1,1
müller,1,1
nabel,1,1
nacell,1,1
nakaoka,1,1
namibia,1,1
nan,1,1
nanocryst,1,1
nanodevic,1,1
nanogener,3,1
nanomateri,1,1
nanoscal,1,1
nanotechnolog,1,1
nanowir,3,1
naomi,1,1
napiórkowskabaryła,1,1
naqshejahan,1,1
nasa,2,1
nashtifan,1,1
nasir,1,1
nat,1,1
natalia,1,1
natarajan,1,1
natco,2,1
natenc,1,1
natenh,1,1
natenm,1,1
nateno,1,1
nathali,1,1
nathan,1,1
nation,25,1
nationwid,0,0
natnavi,1,1
natnavicom,1,1
nato,1,1
natur,40,1
naturt,1,1
naveen,1,1
nazari,1,1
ndcs,1,1
near,12,1
nearest,0,0
nearfutur,2,1
necessari,2,1
necessit,1,1
need,29,1
nef,2,1
negat,7,1
negentropi,1,1
negin,1,1
neighbor,1,1
neill,1,1
nelson,3,1
nemet,2,1
nenergi,1,1
neodymium,1,1
neom,2,1
nepal,1,1
nesjavellir,1,1
nestl,1,1
net,11,1
netherland,3,1
network,0,0
netzero,4,1
neutral,2,1
never,0,0
new,43,1
newbuild,1,1
newli,3,1
news,8,1
newshour,1,1
newsroom,0,0
next,0,0
nextgener,2,1
nguyen,1,1
nich,1,1
nick,1,1
nickel,4,1
nicol,1,1
nicola,4,1
nielsengammon,0,0
nigel,1,1
nigeria,2,1
night,3,1
nighttim,1,1
nikkei,1,1
nikoli,1,1
nil,1,1
nile,1,1
nilsson,1,1
nimbi,1,1
nine,0,0
nis,1,1
noah,1,1
nocera,1,1
nodul,1,1
nois,1,1
noisi,1,1
nonfood,2,1
nonfossil,1,1
nonhydro,1,1
nonintermitt,1,1
nonoecd,1,1
nonrenew,5,1
nontox,1,1
noon,1,1
noor,1,1
noorden,1,1
norbert,1,1
nordex,1,1
nordic,2,1
north,2,1
northeast,0,0
northern,0,0
norway,8,1
notabl,7,1
note,7,1
noth,0,0
notori,0,0
novemb,43,1
npr,0,0
nrel,5,1
nsrnwt,1,1
ntnuno,1,1
nuclear,31,1
number,10,1
numer,2,1
nwengland,1,1
nze,1,1
o'connor,1,1
oat,1,1
observ,0,0
obstacl,1,1
obtain,0,0
obvious,1,1
occasion,2,1
occur,2,1
occurr,0,0
ocean,12,1
oceania,1,1
octob,55,1
oecd,2,1
oertel,1,1
offer,3,1
offgrid,2,1
offic,2,1
offici,0,0
offset,2,1
offshor,21,1
often,11,1
oil,31,1
oilrich,1,1
oki,1,1
oktavia,1,1
olauson,1,1
old,2,1
oldest,2,1
oldgrowth,1,1
olivi,2,1
olkaria,1,1
omar,1,1
omit,1,1
oncethrough,1,1
one,9,1
ongo,4,1
onlin,1,1
ono,1,1
onshor,11,1
onto,1,1
onward,1,1
open,3,1
oper,1,1
oppon,1,1
opportun,2,1
opposit,5,1
opt,1,1
optim,5,1
option,1,1
order,2,1
oregon,2,1
organ,9,1
orient,1,1
origin,110,1
ortiz,0,0
oscil,1,1
oslo,1,1
osmot,1,1
osti,2,1
osu,1,1
osullivan,2,1
otec,1,1
other,2,1
otherwis,1,1
ouarzaz,2,1
ourworldindataorg,2,1
outbreak,1,1
outer,1,1
outlin,5,1
outlook,6,1
outpac,1,1
output,3,1
oven,1,1
overal,4,1
overcapac,1,1
overcom,2,1
overconsumpt,1,1
overland,5,1
overlap,1,1
overshoot,1,1
overtak,1,1
overview,3,1
overwhelm,1,1
owid,4,1
owidslid,1,1
own,1,1
ownership,2,1
oxid,1,1
pablo,3,1
pace,1,1
pacemak,1,1
packag,1,1
page,12,1
pain,1,1
paiyun,1,1
pakistan,2,1
paleolith,1,1
palestin,1,1
palm,4,1
palmer,1,1
panel,20,1
panemon,1,1
pankaj,1,1
paper,0,0
parabol,1,1
paradox,1,1
paragraph,1,1
paraguay,1,1
paramet,5,1
pari,8,1
parikhit,1,1
park,4,1
part,6,1
partial,1,1
particip,1,1
particular,7,1
partnership,0,0
passeng,2,1
passiv,6,1
past,3,1
patent,1,1
path,1,1
pathway,1,1
patrick,3,1
pattern,1,1
pauciti,0,0
paul,1,1
paulo,0,0
paus,0,0
pay,0,0
pbs,1,1
pdf,61,1
peac,0,0
peak,2,1
pearc,1,1
peat,1,1
peatland,0,0
pedro,1,1
peerreview,2,1
pehl,1,1
pehnt,1,1
peidong,1,1
pelkman,1,1
pellet,1,1
penalti,0,0
peng,1,1
penstock,1,1
pentz,1,1
peopl,6,1
per,18,1
percapita,1,1
percentag,1,1
percept,1,1
peregon,1,1
perform,3,1
perhap,1,1
period,4,1
permacultur,1,1
perman,3,1
permiss,1,1
permit,1,1
persia,2,1
persian,1,1
persist,1,1
person,3,1
perspect,2,1
pertin,0,0
petawatthour,1,1
peter,6,1
petrochem,0,0
petroleum,2,1
petrost,4,1
petrovich,1,1
petro‑st,1,1
petter,1,1
pew,1,1
phantom,1,1
phase,3,1
phasechang,1,1
phaseout,2,1
phenomena,2,1
phenomenon,0,0
phil,1,1
philadelphia,0,0
philipp,1,1
philippin,2,1
phoenix,0,0
photoelectr,1,1
photon,1,1
photosynthesi,9,1
photovolta,57,1
phrc,1,1
phtgk,1,1
phutela,1,1
physic,5,1
physiolog,0,0
physorg,1,1
pick,0,0
pickel,1,1
pico,4,1
pierr,1,1
pierrot,1,1
pieter,1,1
piezoelectr,12,1
piezomem,1,1
piezophototron,1,1
piezotron,2,1
pineappl,1,1
pinnata,1,1
pinto,1,1
pioneer,1,1
pipe,2,1
pipelin,0,0
pitch,1,1
place,1,1
placer,1,1
plan,11,1
planet,0,0
planetari,2,1
plant,44,1
plantat,1,1
plantderiv,1,1
plastic,0,0
plate,1,1
platform,2,1
play,2,1
player,0,0
pleas,1,1
plos,2,1
plosoh,2,1
plot,0,0
plugin,1,1
pmc,11,1
pmid,14,1
pnas,3,1
pnasb,1,1
pnasm,1,1
pocket,0,0
point,9,1
poland,1,1
polar,3,1
pole,0,0
policemen,0,0
polici,33,1
policymak,1,1
polish,1,1
polit,4,1
politico,2,1
polka,1,1
pollitt,1,1
pollut,6,1
polymetal,1,1
polynesia,1,1
polytunnel,1,1
pond,4,1
pongamia,1,1
pongratz,1,1
poor,1,1
poorest,1,1
popul,3,1
popular,4,1
pornainen,1,1
port,0,0
portal,11,1
portfolio,1,1
portion,4,1
portug,3,1
pose,1,1
posit,7,1
possibl,3,1
post,4,1
potato,1,1
potenti,44,1
potteri,1,1
poulter,1,1
pour,1,1
poverti,2,1
power,218,1
powertoga,1,1
powertoheat,1,1
powertox,1,1
prabaharan,1,1
practic,7,1
prayer,1,1
precipit,0,0
precis,1,1
predict,1,1
predispos,0,0
prefer,1,1
prenedb,1,1
preparatori,0,0
prepared,0,0
prerna,1,1
present,3,1
presid,1,1
press,4,1
pressur,2,1
prevent,2,1
previous,3,1
price,11,1
primari,13,1
primarili,4,1
prime,1,1
princip,0,0
principl,8,1
prior,1,1
priorit,0,0
prioriti,4,1
privat,1,1
probabl,1,1
probe,1,1
problem,3,1
proceed,2,1
process,14,1
procur,2,1
prodgwhcapgwh,1,1
produc,37,1
product,35,1
profession,1,1
profil,2,1
profit,1,1
profound,1,1
program,2,1
progress,5,1
project,21,1
prolifer,1,1
prolong,1,1
promin,1,1
promis,4,1
promot,2,1
prompt,0,0
properti,1,1
propon,1,1
proport,3,1
propos,6,1
prospect,1,1
prosper,1,1
protect,3,1
protest,2,1
protestantisch,1,1
protocol,1,1
prototyp,1,1
proven,1,1
provid,10,1
provinc,1,1
provis,0,0
prune,1,1
public,9,1
publish,10,1
pump,14,1
pumpedstorag,2,1
purchas,1,1
pure,2,1
purif,1,1
purpos,4,1
push,1,1
put,0,0
putin,1,1
pwh,5,1
pwhyear,8,1
pyroprocess,1,1
qanat,1,1
qatar,1,1
qblade,1,1
qianlai,1,1
qin,1,1
quadracycl,1,1
qualiti,1,1
quantit,0,0
quantiti,3,1
quantum,4,1
quarter,1,1
quarterpound,0,0
quartz,1,1
quasipubl,1,1
quench,0,0
quest,0,0
question,2,1
questionnairebas,0,0
quick,1,1
quicker,1,1
quinon,1,1
quintess,1,1
quotat,1,1
quéré,1,1
race,1,1
radiant,2,1
radiat,4,1
radic,0,0
radioact,6,1
radioisotop,1,1
radium,1,1
rafael,1,1
rai,1,1
rail,1,1
rain,1,1
rainfal,1,1
rainforest,2,1
raini,0,0
rainwat,2,1
rais,0,0
ramsebn,1,1
rana,1,1
rang,6,1
rangelova,2,1
rao,1,1
rapese,2,1
rapid,6,1
rapp,1,1
rare,2,1
rareearth,4,1
rarer,1,1
rashid,1,1
rashmi,1,1
rasmus,1,1
rasmussen,1,1
rate,18,1
rather,2,1
ratio,2,1
ration,0,0
raton,2,1
raul,0,0
ravikumar,1,1
ravishankar,1,1
rawl,1,1
rdk,1,1
reach,9,1
reaction,1,1
reactor,10,1
readi,1,1
readili,1,1
readout,1,1
reagent,1,1
real,0,0
realign,1,1
realiti,0,0
realiz,1,1
realli,0,0
reason,4,1
rebecca,2,1
rebirth,1,1
rec,1,1
receiv,4,1
recent,7,1
recess,1,1
recharg,0,0
recip,1,1
recipi,1,1
reclaim,1,1
recogn,1,1
recognit,1,1
record,3,1
recov,0,0
recoveri,6,1
rectangl,2,1
recycl,18,1
red,2,1
reduc,20,1
reduct,9,1
reed,1,1
refer,4,1
refil,0,0
refin,0,0
refineri,1,1
reflect,3,1
refram,1,1
refurbish,3,1
refut,0,0
regard,0,0
regim,0,0
region,13,1
regist,1,1
regress,0,0
regul,5,1
regular,0,0
rehabilit,1,1
rehder,1,1
reinhard,1,1
relat,9,1
relationship,0,0
releas,3,1
relev,1,1
reli,2,1
reliabl,0,0
relianc,4,1
reliant,3,1
reloc,1,1
remain,7,1
remark,0,0
remedi,1,1
rememb,0,0
remind,0,0
remnant,0,0
remo,1,1
remot,3,1
remov,1,1
remsr,1,1
ren,8,1
renaiss,1,1
renata,1,1
rene,1,1
reneo,1,1
renew,330,1
renovabio,1,1
repair,1,1
repeat,0,0
replac,2,1
replenish,2,1
report,33,1
repow,1,1
repowereu,2,1
repres,3,1
republ,4,1
republican,2,1
requir,22,1
research,22,1
researchg,1,1
reservoir,5,1
reshap,2,1
resid,0,0
residenti,2,1
resili,1,1
resist,2,1
resolut,0,0
reson,2,1
resourc,20,1
resourceintens,1,1
resourcerich,1,1
respect,2,1
resplandi,1,1
respond,2,1
respons,8,1
rest,1,1
restrict,0,0
result,13,1
retent,1,1
retriev,172,1
return,4,1
reuter,1,1
reveal,0,0
revenu,3,1
revers,1,1
review,32,1
revis,1,1
revisit,2,1
reynold,2,1
rica,1,1
rice,1,1
rich,1,1
richard,6,1
richest,0,0
richter,1,1
rick,1,1
rickshaw,1,1
right,2,1
rigor,0,0
ring,0,0
rio,3,1
rise,5,1
riser,0,0
risk,8,1
ritchi,4,1
river,9,1
road,0,0
roadmap,1,1
robbi,1,1
robert,5,1
robertson,1,1
robust,1,1
rock,6,1
rocket,1,1
rocki,1,1
rodger,1,1
rodrigu,1,1
rojanasakul,1,1
roland,2,1
role,6,1
roller,1,1
rollout,1,1
romain,1,1
roman,4,1
romania,2,1
rongbin,1,1
roof,2,1
rooftop,5,1
roost,1,1
rosado,3,1
rosalind,1,1
roscow,1,1
rosenow,1,1
roser,6,1
rouf,1,1
rough,1,1
row,1,1
rpg,1,1
rsc,1,1
rserv,3,1
rserva,1,1
rservf,1,1
rservh,2,1
rservq,1,1
ruchita,1,1
rule,0,0
run,0,0
runoff,0,0
runofriv,1,1
runoftheriv,6,1
rural,3,1
rush,0,0
russel,1,1
russia,3,1
russian,2,1
rutherford,1,1
ruud,2,1
ryan,1,1
rödenbeck,1,1
røkene,1,1
sabati,1,1
sabina,1,1
sach,0,0
safe,0,0
safest,1,1
safeti,0,0
sage,1,1
saha,1,1
said,4,1
sail,3,1
sala,1,1
salar,1,1
sale,2,1
saleem,1,1
salem,1,1
salicornia,1,1
salin,2,1
salt,1,1
salti,1,1
saltwat,0,0
sam,3,1
samantha,1,1
samuel,1,1
sanchez,1,1
sand,5,1
sani,1,1
sanit,1,1
sara,1,1
sarah,1,1
satellit,2,1
satisfi,1,1
sativa,1,1
saudi,5,1
sauron,1,1
save,5,1
savonius,1,1
saw,0,0
sawdust,1,1
say,10,1
scale,11,1
scaleup,1,1
scarc,0,0
scarcer,1,1
scarciti,1,1
scatter,0,0
scaveng,2,1
scenario,3,1
scheck,1,1
schedul,0,0
schlipf,1,1
scholten,1,1
school,2,1
schoolunep,2,1
schrotenbo,1,1
schwinger,1,1
schüttrumpf,1,1
sci,1,1
scienc,27,1
scienceaax,1,1
sciencedaili,1,1
scientif,2,1
scientist,2,1
scooter,1,1
scope,1,1
scotland,2,1
scott,1,1
scovronick,1,1
scrap,0,0
scrollingno,0,0
sdgs,0,0
sea,8,1
seab,3,1
search,2,1
season,2,1
seawat,2,1
sebastian,1,1
second,5,1
secretariat,4,1
secretarygener,2,1
section,3,1
sector,32,1
secur,10,1
sediment,1,1
see,10,1
seed,1,1
seek,2,1
seem,0,0
seen,4,1
select,1,1
selenium,1,1
self,1,1
selfconsumpt,1,1
selfcontradictori,2,1
sell,2,1
semiconduct,1,1
semieniuk,1,1
semscp,1,1
send,1,1
sens,2,1
sensiba,1,1
sensit,1,1
sensoc,1,1
sensor,2,1
sepahsalar,1,1
separ,2,1
septemb,18,1
sequenc,1,1
serbia,0,0
seri,2,1
serious,1,1
servic,4,1
session,1,1
set,7,1
settl,0,0
settlement,1,1
seung,1,1
seven,0,0
sevenfold,0,0
sever,5,1
sewag,1,1
seychell,1,1
shade,4,1
shadelov,1,1
shadetoler,1,1
shah,1,1
shahid,1,1
shaikh,1,1
shallow,1,1
shandilya,1,1
shape,0,0
sharan,1,1
share,13,1
sharpli,0,0
shaw,1,1
shc,1,1
sheet,1,1
shekhar,1,1
shell,1,1
shepherd,2,1
shes,0,0
shield,0,0
shift,2,1
shinichiro,1,1
ship,6,1
shirt,0,0
shock,0,0
shoot,0,0
short,2,1
shortag,1,1
shortcut,0,0
shortterm,1,1
shouldnt,0,0
show,7,1
shower,1,1
shown,1,1
shrank,1,1
shrink,0,0
shrub,1,1
shuaibah,1,1
shunichi,1,1
shut,0,0
shutdown,1,1
side,2,1
siemen,3,1
sign,1,1
signal,0,0
signific,16,1
sihwa,2,1
sik,1,1
sikorski,1,1
silent,1,1
silicon,2,1
silverman,1,1
silvicultur,1,1
similar,2,1
simon,1,1
simpl,1,1
simpli,0,0
simpson,1,1
simultan,1,1
sinc,14,1
singh,1,1
singl,2,1
sinha,1,1
sink,0,0
sipa,1,1
sister,2,1
sit,0,0
sitch,1,1
site,1,1
situat,0,0
siv,1,1
six,0,0
sixth,1,1
skate,1,1
skateboard,1,1
skill,1,1
skip,0,0
sky,1,1
skylin,0,0
skyrocket,0,0
skys,1,1
slash,1,1
slow,2,1
slower,0,0
small,11,1
smaller,2,1
smart,4,1
smith,4,1
smoke,1,1
snow,0,0
soapston,1,1
soar,2,1
social,11,1
societ,1,1
societi,2,1
socioeconom,0,0
socolow,1,1
softwar,1,1
soil,1,1
solar,234,1
solarpow,2,1
solarpump,1,1
solarstartechnologiescom,1,1
sold,1,1
soldier,0,0
solid,3,1
solut,3,1
solv,2,1
somalia,1,1
someth,0,0
sometim,5,1
sommerfeldt,2,1
son,0,0
song,1,1
sonter,1,1
soo,1,1
soon,0,0
sophi,1,1
sorghum,2,1
sorghuma,1,1
sort,0,0
sotudeh,1,1
sound,2,1
sourc,71,1
south,10,1
southeast,1,1
southern,0,0
southwest,0,0
sovacool,1,1
soybean,2,1
space,9,1
spacebas,5,1
spacerel,1,1
spain,4,1
spanish,0,0
spare,0,0
spatial,1,1
spear,1,1
spec,1,1
speci,5,1
special,3,1
specif,5,1
spectrum,1,1
specul,1,1
speed,5,1
speelman,1,1
spencer,1,1
spend,3,1
spent,3,1
sphere,0,0
spinoff,1,1
spirit,1,1
split,4,1
sponsor,0,0
sprawl,0,0
spring,1,1
springer,4,1
spörkdür,1,1
srchttpswwwnprorgplayerembednxsnx,0,0
srouji,1,1
stabil,0,0
stabl,1,1
stake,1,1
standard,2,1
standbi,1,1
standoff,1,1
star,1,1
start,3,1
state,34,1
stateoftheart,1,1
stateprovinci,1,1
static,1,1
station,23,1
statist,12,1
statisticsviewdatabytopicbenefitsrenewableenergyemploymentbycountri,1,1
status,13,1
steadi,1,1
steadili,1,1
steadyst,1,1
steam,6,1
steeper,1,1
stellar,1,1
stenbjorn,1,1
stensbyand,1,1
stephani,1,1
stephen,2,1
steve,2,1
steven,1,1
stewardship,1,1
stickup,0,0
still,12,1
stober,1,1
stockholm,1,1
stone,1,1
stop,2,1
storag,41,1
store,11,1
storm,1,1
stove,1,1
stover,1,1
stpec,2,1
strain,0,0
strand,2,1
strateg,1,1
strategi,10,1
straw,1,1
stream,5,1
street,1,1
stress,3,1
stress”,0,0
strive,1,1
strong,1,1
stronger,5,1
structur,5,1
struggl,1,1
studi,11,1
stuff,0,0
styre,1,1
subject,2,1
submit,1,1
subsequ,0,0
subsid,1,1
subsidi,4,1
substanti,3,1
substitut,1,1
suburban,0,0
succeed,1,1
success,1,1
suck,0,0
sudan,2,1
sudden,0,0
suez,2,1
suffer,0,0
suffici,2,1
sugar,3,1
sugarcan,4,1
suggest,3,1
suit,1,1
suitabl,1,1
suk,1,1
summar,0,0
summari,2,1
