term,frequency,present
imageri,0,0
impact,1,1
impair,0,0
implement,0,0
import,0,0
improv,0,0
inact,0,0
inc,0,0
incent,0,0
inch,0,0
includ,1,1
incom,0,0
incomplet,0,0
incorpor,0,0
increas,2,1
incred,0,0
incumb,0,0
inde,0,0
indecis,1,1
indefinit,0,0
independ,0,0
indepth,0,0
index,0,0
india,0,0
indic,0,0
indigen,0,0
individu,0,0
indonesia,0,0
indra,0,0
industri,5,1
ineffect,0,0
ineffici,0,0
inexpens,0,0
inextric,0,0
infiltr,0,0
inflect,0,0
influenc,0,0
infograph,0,0
inform,0,0
infrar,0,0
infrastructur,0,0
ingram,0,0
ingredi,0,0
ingrid,0,0
initi,0,0
inject,1,1
innov,0,0
insecur,0,0
insight,0,0
inspir,0,0
instabl,0,0
instal,0,0
instanc,0,0
instantan,0,0
instead,0,0
institut,0,0
insul,0,0
integr,0,0
intellig,0,0
intend,0,0
intens,0,0
intensif,0,0
intensifi,1,1
intent,0,0
interact,0,0
interatom,0,0
interest,0,0
intergener,0,0
intergovernment,0,0
interior,0,0
intermitt,0,0
intern,0,0
interpret,0,0
interrupt,0,0
intervent,0,0
interview,0,0
introduct,0,0
invalu,0,0
invas,0,0
invert,0,0
invest,1,1
investor,0,0
involv,0,0
inê,0,0
ion,0,0
ionize,0,0
ipcc,0,0
iran,0,0
iranica,0,0
ireland,0,0
irena,0,0
irenamembership,0,0
irenaorg,0,0
irpgg,0,0
irradi,0,0
irrevers,0,0
irrig,0,0
isaacsthoma,0,0
isbn,0,0
iscienc,0,0
iscijz,0,0
island,0,0
isnt,0,0
isol,0,0
isra,0,0
israel,0,0
issc,0,0
issu,1,1
ist,0,0
istanbul,0,0
itaipu,0,0
itali,0,0
itll,0,0
ivan,0,0
ivar,0,0
jackson,0,0
jacob,0,0
jacobson,0,0
jacqu,0,0
jade,0,0
jaeger,0,0
jain,0,0
jakarta,0,0
jale,0,0
jamal,0,0
jame,0,0
jan,0,0
jana,0,0
janka,0,0
jann,0,0
januari,0,0
japan,0,0
japenergi,0,0
jasmin,0,0
jatropha,0,0
javlon,0,0
jayn,0,0
jcwinniebiz,0,0
jeann,0,0
jed,0,0
jegyr,0,0
jeist,0,0
jell,0,0
jem,0,0
jenni,0,0
jennif,0,0
jenpol,0,0
jensen,0,0
jeremi,0,0
jersey,0,0
jerss,0,0
jesr,0,0
jessica,0,0
jet,1,1
jevon,0,0
jewel,0,0
jiang,0,0
jillian,0,0
jim,0,0
jin,0,0
jisci,0,0
jmtsust,0,0
joakim,0,0
job,2,1
jocelyn,0,0
joe,0,0
joel,0,0
joetzjer,0,0
johannesburg,0,0
john,1,1
jon,0,0
jonathan,0,0
jone,0,0
jordan,0,0
jos,0,0
jose,0,0
josep,0,0
joseph,0,0
josh,0,0
joshua,0,0
journal,0,0
journalpon,0,0
jovanović,0,0
jphysrep,0,0
jrenen,0,0
jrser,0,0
jsolmat,0,0
jstor,0,0
juancarlo,0,0
judith,0,0
juli,0,0
julia,0,0
jump,0,0
june,0,0
jung,0,0
jungwoo,0,0
juraev,0,0
justifi,0,0
justin,0,0
jörg,0,0
jürgen,0,0
kabinti,0,0
kai,0,0
kaif,0,0
kalantar,0,0
kamarol,0,0
kapitalismus,0,0
kaplan,0,0
karmakar,0,0
karsten,0,0
katarina,0,0
kate,0,0
kato,0,0
kaur,0,0
kazakhstan,0,0
kee,0,0
keep,0,0
keiichi,0,0
keith,0,0
kemp,0,0
ken,0,0
kennedi,0,0
kent,0,0
kenya,0,0
kevin,0,0
key,0,0
keyboard,1,1
khoi,0,0
kick,2,1
kid,2,1
kill,0,0
kilogram,0,0
kilomet,0,0
kilometr,0,0
kilowatt,0,0
kim,0,0
kimber,0,0
kimoon,0,0
kinet,0,0
king,0,0
kingdom,0,0
kingsley,0,0
kingsmil,0,0
kirsten,0,0
kite,0,0
klamath,0,0
klein,0,0
know,0,0
knowledg,0,0
known,0,0
kofu,0,0
kolio,0,0
komekurayama,0,0
komoto,0,0
kooij,0,0
korea,0,0
korhonen,0,0
korn,0,0
korsbakken,0,0
kosovo,0,0
kostantsa,0,0
kozik,0,0
krafla,0,0
kramer,0,0
krane,0,0
krauland,0,0
kreith,0,0
kris,0,0
kristi,0,0
kristiánová,0,0
krzemińska,0,0
kurt,0,0
kutscher,0,0
kuwait,0,0
kwhyear,0,0
kwon,0,0
kyli,0,0
kyrgyzstan,0,0
kyung,0,0
labor,0,0
laboratori,0,0
laborintens,0,0
lack,2,1
laddermil,0,0
ladi,0,0
lafond,0,0
lag,0,0
lake,3,1
lakeb,1,1
lam,0,0
lamp,0,0
land,0,0
landbas,0,0
landscap,0,0
landschützer,0,0
landstat,0,0
languag,0,0
lankford,0,0
larg,0,0
larger,0,0
largescal,0,0
largest,2,1
larsen,0,0
las,1,1
laser,0,0
last,1,1
latent,0,0
later,0,0
latin,0,0
lattic,0,0
laundromat,2,1
laur,0,0
laura,0,0
lauren,0,0
laurent,0,0
lauvset,0,0
law,0,0
lawfar,0,0
lawn,1,1
lawrenc,0,0
lawsuit,0,0
lazard,0,0
lazardcom,0,0
lcoe,0,0
lead,1,1
leader,3,1
leaf,0,0
leak,0,0
leakag,0,0
leaki,0,0
learn,1,1
least,0,0
leav,0,0
led,0,0
lee,0,0
left,0,0
leftov,0,0
lefèvr,0,0
legal,0,0
leibstadt,0,0
leistner,0,0
len,0,0
lens,0,0
lenton,0,0
leon,0,0
leroy,0,0
less,3,1
lesson,0,0
let,1,1
leticia,0,0
letzt,0,0
level,4,1
leverag,0,0
lexico,0,0
leyen,0,0
lia,0,0
liabil,0,0
liabl,0,0
liandong,0,0
libbi,0,0
libo,0,0
librari,0,0
licenc,0,0
licens,0,0
lie,0,0
lienert,0,0
life,0,0
lifeblood,1,1
lifespan,0,0
lifestyl,0,0
lifetim,0,0
lift,0,0
light,0,0
like,7,1
limit,0,0
lin,0,0
linda,0,0
line,0,0
lingfor,0,0
link,1,1
lipid,0,0
lipk,0,0
lipták,0,0
liquid,0,0
lisbon,0,0
list,0,0
listen,1,1
liter,0,0
literatur,0,0
lithium,0,0
lithiumion,0,0
lithuania,0,0
littl,2,1
liu,0,0
live,1,1
livelihood,0,0
llama,0,0
llc,0,0
load,2,1
loan,1,1
lobbi,0,0
local,7,1
locat,0,0
lockin,0,0
lockwood,0,0
lodg,0,0
log,0,0
lohmar,0,0
lombardozzi,0,0
london,0,0
long,2,1
longdist,0,0
longer,0,0
longhaul,0,0
longterm,2,1
look,0,0
loop,0,0
lopez,0,0
los,0,0
lose,0,0
loser,0,0
loss,1,1
lot,1,1
louis,0,0
louren,0,0
love,1,1
lovin,0,0
low,1,1
lowcarbon,0,0
lowcost,0,0
lowemiss,0,0
lowenergi,0,0
lower,0,0
lowimpact,0,0
lowincom,0,0
lowinterest,1,1
lowland,0,0
lowlevel,0,0
lowpow,0,0
loyola,0,0
ltd,0,0
lubitz,0,0
luc,0,0
lucio,5,1
lucki,0,0
luka,0,0
luthand,0,0
lux,0,0
luxembourg,0,0
macfarlan,0,0
machin,2,1
macroeconom,0,0
mad,0,0
madani,0,0
made,1,1
magazin,0,0
magnet,0,0
mahdi,0,0
main,1,1
mainstream,0,0
maint,0,0
maintain,0,0
mainten,0,0
maiz,0,0
major,0,0
make,4,1
maker,0,0
maktoum,0,0
malaysia,0,0
malta,0,0
mammal,0,0
manag,3,1
mandat,0,0
mani,0,0
mantl,0,0
manufactur,0,0
map,0,0
marc,0,0
march,1,1
margin,0,0
mari,0,0
maria,0,0
marin,0,0
mario,0,0
marion,0,0
maritim,0,0
marius,0,0
mariusz,0,0
mark,0,0
markandya,0,0
marker,0,0
market,0,0
marko,0,0
marland,0,0
martin,0,0
marvel,0,0
marín,0,0
masahiro,0,0
mashhad,0,0
mass,0,0
massiv,0,0
massscal,0,0
mass–energi,0,0
match,0,0
materi,0,0
matt,0,0
matter,0,0
matthew,0,0
matur,0,0
max,0,0
maxim,0,0
maximum,0,0
may,1,1
małgorzata,0,0
mccauley,0,0
mcgarri,0,0
mcgrath,0,0
mcguir,0,0
mcgwin,0,0
mean,3,1
meant,0,0
meanwhil,0,0
measur,0,0
meat,0,0
mecca,0,0
mechan,0,0
media,0,0
medic,0,0
medium,0,0
mediumterm,0,0
meet,0,0
megajoul,0,0
megan,0,0
megawatt,0,0
mei,0,0
meijer,0,0
meik,0,0
melbourn,0,0
mellor,0,0
melt,0,0
melton,0,0
meltwat,0,0
member,0,0
membership,0,0
men,0,0
mena,0,0
mention,0,0
mercur,0,0
messag,6,1
met,0,0
metaanalysi,0,0
metal,0,0
meteorolog,0,0
meter,0,0
methan,0,0
methanol,0,0
method,0,0
methodolog,0,0
metric,0,0
metropoli,0,0
metzl,0,0
mexicali,0,0
mexican,0,0
mexico,1,1
michael,0,0
michiel,0,0
micro,0,0
microalga,0,0
microclim,0,0
microelectromechan,0,0
microgener,0,0
micromanag,1,1
micropow,0,0
micropump,0,0
microscal,0,0
microsustain,0,0
microwav,0,0
mid,0,0
middl,0,0
midinfrar,0,0
midlong,0,0
midyear,0,0
might,1,1
migrat,0,0
mikael,0,0
milan,0,0
mile,1,1
mileston,0,0
milford,0,0
militari,0,0
mill,0,0
millennia,0,0
millennium,0,0
million,3,1
mimic,0,0
mine,0,0
miner,0,0
ming,0,0
minggang,0,0
minimum,1,1
mining—th,0,0
minnesota,0,0
mint,0,0
mira,0,0
mirosława,0,0
mirror,0,0
misc,0,0
miscanthus,0,0
mishra,0,0
misra,0,0
mission,0,0
mit,0,0
mitchel,0,0
mitig,0,0
mix,0,0
mixtur,0,0
model,0,0
modelo,0,0
moder,0,0
modern,0,0
modul,0,0
modular,0,0
moham,0,0
mohamad,0,0
mohammad,0,0
mohd,0,0
mojtaba,0,0
molecular,0,0
moment,0,0
momentum,0,0
mondiacult,0,0
money,0,0
monika,0,0
monitor,0,0
month,0,0
monthtomonth,0,0
moonlight,0,0
moor,0,0
moran,0,0
moreov,0,0
morgan,0,0
morn,1,1
morocco,0,0
morresi,0,0
morri,0,0
mosqu,0,0
most,0,0
mostafaeipour,0,0
motahari,0,0
mother,1,1
motiv,0,0
mount,0,0
mountain,0,0
mountford,0,0
move,3,1
movement,0,0
movi,0,0
mox,0,0
mtsuss,0,0
much,0,0
muhammad,0,0
mullin,0,0
multicountri,0,0
multifamili,0,0
multiperspect,0,0
multipl,0,0
municip,0,0
munro,0,0
murgulet,1,1
muro,0,0
muscl,0,0
must,0,0
mwh,0,0
myanmar,0,0
myopia,0,0
myth,0,0
müller,0,0
nabel,0,0
nacell,0,0
nakaoka,0,0
namibia,0,0
nan,0,0
nanocryst,0,0
nanodevic,0,0
nanogener,0,0
nanomateri,0,0
nanoscal,0,0
nanotechnolog,0,0
nanowir,0,0
naomi,0,0
napiórkowskabaryła,0,0
naqshejahan,0,0
nasa,0,0
nashtifan,0,0
nasir,0,0
nat,0,0
natalia,0,0
natarajan,0,0
natco,0,0
natenc,0,0
natenh,0,0
natenm,0,0
nateno,0,0
nathali,0,0
nathan,0,0
nation,4,1
nationwid,1,1
natnavi,0,0
natnavicom,0,0
nato,0,0
natur,0,0
naturt,0,0
naveen,0,0
nazari,0,0
ndcs,0,0
near,4,1
nearest,0,0
nearfutur,0,0
necessari,0,0
necessit,0,0
need,3,1
nef,0,0
negat,0,0
negentropi,0,0
negin,0,0
neighbor,0,0
neill,0,0
nelson,0,0
nemet,0,0
nenergi,0,0
neodymium,0,0
neom,0,0
nepal,0,0
nesjavellir,0,0
nestl,0,0
net,0,0
netherland,0,0
network,0,0
netzero,0,0
neutral,0,0
never,2,1
new,1,1
newbuild,0,0
newli,0,0
news,0,0
newshour,0,0
newsroom,4,1
next,0,0
nextgener,0,0
nguyen,0,0
nich,0,0
nick,0,0
nickel,0,0
nicol,0,0
nicola,0,0
nielsengammon,2,1
nigel,0,0
nigeria,0,0
night,1,1
nighttim,0,0
nikkei,0,0
nikoli,0,0
nil,0,0
nile,0,0
nilsson,0,0
nimbi,0,0
nine,0,0
nis,0,0
noah,0,0
nocera,0,0
nodul,0,0
nois,0,0
noisi,0,0
nonfood,0,0
nonfossil,0,0
nonhydro,0,0
nonintermitt,0,0
nonoecd,0,0
nonrenew,0,0
nontox,0,0
noon,0,0
noor,0,0
noorden,0,0
norbert,0,0
nordex,0,0
nordic,0,0
north,0,0
northeast,0,0
northern,0,0
norway,0,0
notabl,0,0
note,0,0
noth,0,0
notori,0,0
novemb,0,0
npr,2,1
nrel,0,0
nsrnwt,0,0
ntnuno,0,0
nuclear,0,0
number,0,0
numer,0,0
nwengland,0,0
nze,0,0
o'connor,0,0
oat,0,0
observ,0,0
obstacl,0,0
obtain,0,0
obvious,0,0
occasion,0,0
occur,0,0
occurr,0,0
ocean,0,0
oceania,0,0
octob,0,0
oecd,0,0
oertel,0,0
offer,0,0
offgrid,0,0
offic,1,1
offici,4,1
offset,0,0
offshor,0,0
often,0,0
oil,3,1
oilrich,0,0
oki,0,0
oktavia,0,0
olauson,0,0
old,1,1
oldest,0,0
oldgrowth,0,0
olivi,0,0
olkaria,0,0
omar,0,0
omit,0,0
oncethrough,0,0
one,6,1
ongo,0,0
onlin,0,0
ono,0,0
onshor,0,0
onto,0,0
onward,0,0
open,0,0
oper,3,1
oppon,0,0
opportun,0,0
opposit,0,0
opt,0,0
optim,0,0
option,1,1
order,0,0
oregon,0,0
organ,0,0
orient,0,0
origin,0,0
ortiz,7,1
oscil,0,0
oslo,0,0
osmot,0,0
osti,0,0
osu,0,0
osullivan,0,0
otec,0,0
other,0,0
otherwis,0,0
ouarzaz,0,0
ourworldindataorg,0,0
outbreak,0,0
outer,0,0
outlin,0,0
outlook,0,0
outpac,0,0
output,0,0
oven,0,0
overal,0,0
overcapac,0,0
overcom,0,0
overconsumpt,0,0
overland,0,0
overlap,0,0
overshoot,0,0
overtak,0,0
overview,0,0
overwhelm,0,0
owid,0,0
owidslid,0,0
own,0,0
ownership,0,0
oxid,0,0
pablo,0,0
pace,0,0
pacemak,0,0
packag,0,0
page,0,0
pain,0,0
paiyun,0,0
pakistan,0,0
paleolith,0,0
palestin,0,0
palm,0,0
palmer,0,0
panel,0,0
panemon,0,0
pankaj,0,0
paper,0,0
parabol,0,0
paradox,0,0
paragraph,0,0
paraguay,0,0
paramet,0,0
pari,0,0
parikhit,0,0
park,1,1
part,2,1
partial,0,0
particip,0,0
particular,0,0
partnership,0,0
passeng,0,0
passiv,0,0
past,1,1
patent,0,0
path,0,0
pathway,0,0
patrick,0,0
pattern,0,0
pauciti,0,0
paul,0,0
paulo,0,0
paus,0,0
pay,2,1
pbs,0,0
pdf,0,0
peac,0,0
peak,0,0
pearc,0,0
peat,0,0
peatland,0,0
pedro,0,0
peerreview,0,0
pehl,0,0
pehnt,0,0
peidong,0,0
pelkman,0,0
pellet,0,0
penalti,0,0
peng,0,0
penstock,0,0
pentz,0,0
peopl,1,1
per,0,0
percapita,0,0
percentag,0,0
percept,0,0
peregon,0,0
perform,0,0
perhap,0,0
period,0,0
permacultur,0,0
perman,0,0
permiss,0,0
permit,1,1
persia,0,0
persian,0,0
persist,0,0
person,0,0
perspect,0,0
pertin,0,0
petawatthour,0,0
peter,2,1
petrochem,3,1
petroleum,0,0
petrost,0,0
petrovich,0,0
petro‑st,0,0
petter,0,0
pew,0,0
phantom,0,0
phase,0,0
phasechang,0,0
phaseout,0,0
phenomena,0,0
phenomenon,0,0
phil,0,0
philadelphia,0,0
philipp,0,0
philippin,0,0
phoenix,1,1
photoelectr,0,0
photon,0,0
photosynthesi,0,0
photovolta,0,0
phrc,0,0
phtgk,0,0
phutela,0,0
physic,0,0
physiolog,0,0
physorg,0,0
pick,0,0
pickel,0,0
pico,0,0
pierr,0,0
pierrot,0,0
pieter,0,0
piezoelectr,0,0
piezomem,0,0
piezophototron,0,0
piezotron,0,0
pineappl,0,0
pinnata,0,0
pinto,0,0
pioneer,0,0
pipe,0,0
pipelin,1,1
pitch,0,0
place,0,0
placer,0,0
plan,3,1
planet,0,0
planetari,0,0
plant,2,1
plantat,0,0
plantderiv,0,0
plastic,1,1
plate,0,0
platform,0,0
play,0,0
player,2,1
pleas,0,0
plos,0,0
plosoh,0,0
plot,0,0
plugin,0,0
pmc,0,0
pmid,0,0
pnas,0,0
pnasb,0,0
pnasm,0,0
pocket,0,0
point,1,1
poland,0,0
polar,0,0
pole,0,0
policemen,0,0
polici,0,0
policymak,0,0
polish,0,0
polit,0,0
politico,0,0
polka,0,0
pollitt,0,0
pollut,0,0
polymetal,0,0
polynesia,0,0
polytunnel,0,0
pond,0,0
pongamia,0,0
pongratz,0,0
poor,0,0
poorest,0,0
popul,2,1
popular,0,0
pornainen,0,0
port,1,1
portal,0,0
portfolio,0,0
portion,0,0
portug,0,0
pose,0,0
posit,0,0
possibl,0,0
post,0,0
potato,0,0
potenti,1,1
potteri,0,0
poulter,0,0
pour,0,0
poverti,0,0
power,0,0
powertoga,0,0
powertoheat,0,0
powertox,0,0
prabaharan,0,0
practic,0,0
prayer,0,0
precipit,0,0
precis,0,0
predict,0,0
predispos,0,0
prefer,0,0
prenedb,0,0
preparatori,0,0
prepared,0,0
prerna,0,0
present,0,0
presid,0,0
press,0,0
pressur,1,1
prevent,0,0
previous,0,0
price,0,0
primari,0,0
primarili,1,1
prime,0,0
princip,0,0
principl,0,0
prior,1,1
priorit,0,0
prioriti,0,0
privat,0,0
probabl,0,0
probe,0,0
problem,2,1
proceed,0,0
process,1,1
procur,0,0
prodgwhcapgwh,0,0
produc,3,1
product,0,0
profession,0,0
profil,0,0
profit,0,0
profound,0,0
program,0,0
progress,0,0
project,2,1
prolifer,0,0
prolong,5,1
promin,0,0
promis,0,0
promot,0,0
prompt,0,0
properti,0,0
propon,0,0
proport,0,0
propos,2,1
prospect,0,0
prosper,0,0
protect,0,0
protest,0,0
protestantisch,0,0
protocol,0,0
prototyp,0,0
proven,0,0
provid,0,0
provinc,0,0
provis,0,0
prune,0,0
public,0,0
publish,0,0
pump,0,0
pumpedstorag,0,0
purchas,0,0
pure,0,0
purif,0,0
purpos,0,0
push,2,1
put,0,0
putin,0,0
pwh,0,0
pwhyear,0,0
pyroprocess,0,0
qanat,0,0
qatar,0,0
qblade,0,0
qianlai,0,0
qin,0,0
quadracycl,0,0
qualiti,0,0
quantit,0,0
quantiti,0,0
quantum,0,0
quarter,0,0
quarterpound,0,0
quartz,0,0
quasipubl,0,0
quench,0,0
quest,0,0
question,1,1
questionnairebas,0,0
quick,1,1
quicker,0,0
quinon,0,0
quintess,0,0
quotat,0,0
quéré,0,0
race,0,0
radiant,0,0
radiat,0,0
radic,0,0
radioact,0,0
radioisotop,0,0
radium,0,0
rafael,0,0
rai,0,0
rail,0,0
rain,2,1
rainfal,1,1
rainforest,0,0
raini,0,0
rainwat,0,0
rais,1,1
ramsebn,0,0
rana,0,0
rang,0,0
rangelova,0,0
rao,0,0
rapese,0,0
rapid,0,0
rapp,0,0
rare,0,0
rareearth,0,0
rarer,0,0
rashid,0,0
rashmi,0,0
rasmus,0,0
rasmussen,0,0
rate,0,0
rather,0,0
ratio,0,0
ration,0,0
raton,0,0
raul,2,1
ravikumar,0,0
ravishankar,0,0
rawl,0,0
rdk,0,0
reach,0,0
reaction,0,0
reactor,0,0
readi,0,0
readili,0,0
readout,0,0
reagent,0,0
real,1,1
realign,0,0
realiti,2,1
realiz,0,0
realli,0,0
reason,0,0
rebecca,0,0
rebirth,0,0
rec,0,0
receiv,0,0
recent,1,1
recess,0,0
recharg,0,0
recip,0,0
recipi,0,0
reclaim,0,0
recogn,0,0
recognit,0,0
record,0,0
recov,0,0
recoveri,0,0
rectangl,0,0
recycl,1,1
red,0,0
reduc,0,0
reduct,1,1
reed,0,0
refer,0,0
refil,1,1
refin,1,1
refineri,0,0
reflect,0,0
refram,0,0
refurbish,0,0
refut,1,1
regard,0,0
regim,0,0
region,11,1
regist,0,0
regress,0,0
regul,0,0
regular,0,0
rehabilit,0,0
rehder,0,0
reinhard,0,0
relat,0,0
relationship,0,0
releas,0,0
relev,0,0
reli,5,1
reliabl,0,0
relianc,0,0
reliant,0,0
reloc,0,0
remain,0,0
remark,0,0
remedi,0,0
rememb,0,0
remind,1,1
remnant,0,0
remo,0,0
remot,0,0
remov,0,0
remsr,0,0
ren,0,0
renaiss,0,0
renata,0,0
rene,0,0
reneo,0,0
renew,0,0
renovabio,0,0
repair,0,0
repeat,1,1
replac,0,0
replenish,0,0
report,1,1
repow,0,0
repowereu,0,0
repres,0,0
republ,0,0
republican,0,0
requir,2,1
research,0,0
researchg,0,0
reservoir,4,1
reshap,0,0
resid,2,1
residenti,0,0
resili,0,0
resist,0,0
resolut,0,0
reson,0,0
resourc,0,0
resourceintens,0,0
resourcerich,0,0
respect,0,0
resplandi,0,0
respond,0,0
respons,0,0
rest,0,0
restrict,2,1
result,0,0
retent,0,0
retriev,0,0
return,0,0
reuter,0,0
reveal,1,1
revenu,0,0
revers,0,0
review,0,0
revis,0,0
revisit,1,1
reynold,0,0
rica,0,0
rice,0,0
rich,0,0
richard,0,0
richest,0,0
richter,0,0
rick,0,0
rickshaw,0,0
right,0,0
rigor,0,0
ring,0,0
rio,0,0
rise,1,1
riser,0,0
risk,1,1
ritchi,0,0
river,1,1
road,2,1
roadmap,0,0
robbi,0,0
robert,0,0
robertson,0,0
robust,1,1
rock,0,0
rocket,0,0
rocki,0,0
rodger,0,0
rodrigu,0,0
rojanasakul,0,0
roland,0,0
role,0,0
roller,0,0
rollout,0,0
romain,0,0
roman,0,0
romania,0,0
rongbin,0,0
roof,0,0
rooftop,0,0
roost,0,0
rosado,0,0
rosalind,0,0
roscow,0,0
rosenow,0,0
roser,0,0
rouf,0,0
rough,0,0
row,0,0
rpg,0,0
rsc,0,0
rserv,0,0
rserva,0,0
rservf,0,0
rservh,0,0
rservq,0,0
ruchita,0,0
rule,0,0
run,4,1
runoff,0,0
runofriv,0,0
runoftheriv,0,0
rural,0,0
rush,0,0
russel,0,0
russia,0,0
russian,0,0
rutherford,0,0
ruud,0,0
ryan,0,0
rödenbeck,0,0
røkene,0,0
sabati,0,0
sabina,0,0
sach,0,0
safe,0,0
safest,0,0
safeti,0,0
sage,0,0
saha,0,0
said,11,1
sail,0,0
sala,0,0
salar,0,0
sale,0,0
saleem,0,0
salem,0,0
salicornia,0,0
salin,0,0
salt,0,0
salti,0,0
saltwat,0,0
sam,0,0
samantha,0,0
samuel,0,0
sanchez,0,0
sand,0,0
sani,0,0
sanit,0,0
sara,0,0
sarah,0,0
satellit,0,0
satisfi,0,0
sativa,0,0
saudi,0,0
sauron,0,0
save,0,0
savonius,0,0
saw,0,0
sawdust,0,0
say,4,1
scale,1,1
scaleup,0,0
scarc,0,0
scarcer,0,0
scarciti,0,0
scatter,0,0
scaveng,0,0
scenario,1,1
scheck,0,0
schedul,0,0
schlipf,0,0
scholten,0,0
school,0,0
schoolunep,0,0
schrotenbo,0,0
schwinger,0,0
schüttrumpf,0,0
sci,0,0
scienc,0,0
scienceaax,0,0
sciencedaili,0,0
scientif,0,0
scientist,0,0
scooter,0,0
scope,0,0
scotland,0,0
scott,0,0
scovronick,0,0
scrap,1,1
scrollingno,1,1
sdgs,0,0
sea,0,0
seab,0,0
search,0,0
season,0,0
seawat,3,1
sebastian,0,0
second,0,0
secretariat,0,0
secretarygener,0,0
section,0,0
sector,0,0
secur,1,1
sediment,0,0
see,0,0
seed,0,0
seek,0,0
seem,0,0
seen,2,1
select,0,0
selenium,0,0
self,0,0
selfconsumpt,0,0
selfcontradictori,0,0
sell,0,0
semiconduct,0,0
semieniuk,0,0
semscp,0,0
send,0,0
sens,1,1
sensiba,0,0
sensit,0,0
sensoc,0,0
sensor,0,0
sepahsalar,0,0
separ,0,0
septemb,1,1
sequenc,0,0
serbia,0,0
seri,0,0
serious,0,0
servic,0,0
session,0,0
set,0,0
settl,0,0
settlement,0,0
seung,0,0
seven,0,0
sevenfold,0,0
sever,3,1
sewag,0,0
seychell,0,0
shade,0,0
shadelov,0,0
shadetoler,0,0
shah,0,0
shahid,0,0
shaikh,0,0
shallow,0,0
shandilya,0,0
shape,0,0
sharan,0,0
share,1,1
sharpli,0,0
shaw,0,0
shc,0,0
sheet,0,0
shekhar,0,0
shell,0,0
shepherd,0,0
shes,0,0
shield,0,0
shift,0,0
shinichiro,0,0
ship,0,0
shirt,0,0
shock,0,0
shoot,1,1
short,1,1
shortag,5,1
shortcut,1,1
shortterm,0,0
shouldnt,1,1
show,0,0
shower,0,0
shown,0,0
shrank,0,0
shrink,1,1
shrub,0,0
shuaibah,0,0
shunichi,0,0
shut,0,0
shutdown,0,0
side,0,0
siemen,0,0
sign,0,0
signal,0,0
signific,0,0
sihwa,0,0
sik,0,0
sikorski,0,0
silent,0,0
silicon,0,0
silverman,0,0
silvicultur,0,0
similar,0,0
simon,0,0
simpl,0,0
simpli,0,0
simpson,0,0
simultan,0,0
sinc,2,1
singh,0,0
singl,0,0
sinha,0,0
sink,0,0
sipa,0,0
sister,0,0
sit,1,1
sitch,0,0
site,0,0
situat,0,0
siv,0,0
six,0,0
sixth,0,0
skate,0,0
skateboard,0,0
skill,0,0
skip,1,1
sky,0,0
skylin,1,1
skyrocket,0,0
skys,0,0
slash,0,0
slow,0,0
slower,0,0
small,0,0
smaller,0,0
smart,0,0
smith,0,0
smoke,0,0
snow,0,0
soapston,0,0
soar,0,0
social,0,0
societ,0,0
societi,0,0
socioeconom,0,0
socolow,0,0
softwar,0,0
soil,0,0
solar,0,0
solarpow,0,0
solarpump,0,0
solarstartechnologiescom,0,0
sold,0,0
soldier,0,0
solid,0,0
solut,1,1
solv,0,0
somalia,0,0
someth,3,1
sometim,0,0
sommerfeldt,0,0
son,1,1
song,0,0
sonter,0,0
soo,0,0
soon,0,0
sophi,0,0
sorghum,0,0
sorghuma,0,0
sort,0,0
sotudeh,0,0
sound,0,0
sourc,3,1
south,1,1
southeast,0,0
southern,0,0
southwest,1,1
sovacool,0,0
soybean,0,0
space,0,0
spacebas,0,0
spacerel,0,0
spain,0,0
spanish,0,0
spare,0,0
spatial,0,0
spear,0,0
spec,0,0
speci,0,0
special,0,0
specif,1,1
spectrum,0,0
specul,0,0
speed,0,0
speelman,0,0
spencer,0,0
spend,1,1
spent,0,0
sphere,0,0
spinoff,0,0
spirit,0,0
split,0,0
sponsor,7,1
sprawl,1,1
spring,0,0
springer,0,0
spörkdür,0,0
srchttpswwwnprorgplayerembednxsnx,1,1
srouji,0,0
stabil,0,0
stabl,0,0
stake,0,0
standard,2,1
standbi,0,0
standoff,0,0
star,0,0
start,1,1
state,5,1
stateoftheart,0,0
stateprovinci,0,0
static,0,0
station,0,0
statist,0,0
statisticsviewdatabytopicbenefitsrenewableenergyemploymentbycountri,0,0
status,0,0
steadi,0,0
steadili,1,1
steadyst,0,0
steam,0,0
steeper,0,0
stellar,0,0
stenbjorn,0,0
stensbyand,0,0
stephani,0,0
stephen,0,0
steve,0,0
steven,0,0
stewardship,0,0
stickup,0,0
still,1,1
stober,0,0
stockholm,0,0
stone,0,0
stop,0,0
storag,0,0
store,0,0
storm,0,0
stove,0,0
stover,0,0
stpec,0,0
strain,4,1
strand,0,0
strateg,0,0
strategi,0,0
straw,0,0
stream,0,0
street,0,0
stress,2,1
stress”,0,0
strive,0,0
strong,0,0
stronger,0,0
structur,0,0
struggl,0,0
studi,1,1
stuff,1,1
styre,0,0
subject,0,0
submit,0,0
subsequ,0,0
subsid,0,0
subsidi,0,0
substanti,1,1
substitut,0,0
suburban,0,0
succeed,0,0
success,0,0
suck,0,0
sudan,0,0
sudden,0,0
suez,0,0
suffer,0,0
suffici,0,0
sugar,0,0
sugarcan,0,0
suggest,0,0
suit,0,0
suitabl,0,0
suk,0,0
summar,0,0
summari,0,0
